Gene	Difference of means	Std Error	t	pvalue	padj
A1BG	-0.09360554085111872	0.14149017381866755	-0.6615691982333889	0.5087076191649025	0.9999952444697104
A2M	-0.13307869718359555	0.13482868690180386	-0.9870206425767327	0.3243534592125633	0.9999952444697104
A2ML1	-0.05738321900833909	0.173752756917707	-0.3302578907310058	0.7414140378045209	0.9999952444697104
A4GALT	-0.015833288625995756	0.1794290246727547	-0.0882426277179667	0.9297372007310636	0.9999952444697104
A4GNT	0.1657024110349667	0.10753050186735254	1.5409805418687048	0.12427695695064285	0.9999952444697104
AAAS	-0.06475485241020262	0.06234124322835728	-1.0387160899728007	0.2996949646010515	0.9999952444697104
AACS	0.055253313597126485	0.10248861059482982	0.5391166225831714	0.5901688113903194	0.9999952444697104
AADAC	-0.22170829980784368	0.2487512992087981	-0.8912849923318192	0.37342371524457074	0.9999952444697104
AADAT	0.14329587758231632	0.13544727659244998	1.0579458014019887	0.29085161692481054	0.9999952444697104
AAED1	-0.05868425618217454	0.11641055849627263	-0.5041145488882227	0.6145162629441743	0.9999952444697104
AAGAB	-0.016130904225508225	0.07599645711194063	-0.21225863465908495	0.8320359128497844	0.9999952444697104
AAK1	0.08003187162424297	0.10841637119128256	0.7381899130624849	0.4609220967644423	0.9999952444697104
AAMDC	0.002116584174830294	0.08358359615494931	0.025322961348857476	0.9798126188185841	0.9999952444697104
AAMP	0.012093870042218846	0.04520076328443906	0.2675589782879245	0.7892054510454709	0.9999952444697104
AANAT	-0.0580011542574268	0.14779456646365768	-0.3924444290831838	0.694982450756004	0.9999952444697104
AAR2	0.05187663960053257	0.07920118745375129	0.6549982553080457	0.5129237949320431	0.9999952444697104
AARD	0.15452166146978197	0.2593965011047843	0.5956967839260188	0.5517848976271398	0.9999952444697104
AARS	0.08757309656925294	0.07308261921374586	1.1982752877688547	0.2316671277687626	0.9999952444697104
AARS2	-0.0014466694172785566	0.07309933315443941	-0.019790459842118253	0.9842224525108458	0.9999952444697104
AARSD1	0.03118558891922607	0.061530676347748225	0.5068299386630639	0.61261160769702	0.9999952444697104
AASDH	0.08309735205819635	0.06444774687809125	1.2893755962544744	0.1981678005319515	0.9999952444697104
AASDHPPT	0.0367420947290622	0.05778656419200983	0.6358241789039007	0.52533038665458	0.9999952444697104
AASS	0.04219516783813049	0.16892426627268553	0.24978748624556435	0.8029066460293264	0.9999952444697104
AATF	-0.061537413646396644	0.057896422166824064	-1.0628880221489567	0.2886075644009668	0.9999952444697104
AATK	-0.2170964486977489	0.2016297559291513	-1.0767083841237812	0.28239468377080257	0.9999952444697104
ABAT	0.04800705711033437	0.1674793989270804	0.286644551018698	0.774563836319849	0.9999952444697104
ABCA1	0.08007297318489481	0.15939635947680703	0.5023513300286249	0.6157544380691111	0.9999952444697104
ABCA2	0.005914155578353508	0.1084423964950271	0.05453730062692516	0.9565399933742932	0.9999952444697104
ABCA3	-0.023543070199612437	0.2033463108338363	-0.11577820174397248	0.9078985345163719	0.9999952444697104
ABCA4	-0.13206584552679357	0.20752025819874426	-0.6363997745237613	0.524955714197583	0.9999952444697104
ABCA5	0.16083443632140693	0.1363738743830955	1.179363987779638	0.23910025870874357	0.9999952444697104
ABCA6	-0.11545174878118569	0.20317015059454835	-0.5682515292887892	0.5702494756106604	0.9999952444697104
ABCA7	0.0031846210068620096	0.15980849985570933	0.019927732315473803	0.9841130292619124	0.9999952444697104
ABCA8	0.09991697804650101	0.22258923287256288	0.4488850460422119	0.6538083224830384	0.9999952444697104
ABCA9	-0.07157402378346323	0.19545433549855581	-0.3661930731845653	0.7144549537636786	0.9999952444697104
ABCA10	0.1696623927858507	0.16861168275422422	1.0062315375451063	0.31503921709363264	0.9999952444697104
ABCA12	0.08227696334737733	0.18788702014686798	0.4379065849416467	0.6617396225359391	0.9999952444697104
ABCA13	0.11321323204331213	0.2025601891632769	0.5589115635750852	0.5766000036852527	0.9999952444697104
ABCB1	0.07059639419761332	0.2606973085427785	0.27079832389611713	0.786714934234811	0.9999952444697104
