ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalues	rank	leading_edge	core_enrichment
hsa04060	Cytokine-cytokine receptor interaction	262	0.474167509623389	1.75703047699955	0.000212494687632809	0.00374035870272279	0.0029468010701412	2295	tags=32%, list=14%, signal=28%	CXCL17/BMPR1B/GDF5/CSF3/CCL3L1/CCL15/CXCL13/TNFSF10/IL2/CCL3L3/CXCL10/CXCL5/IL5RA/CCL4L1/PRLR/XCL2/CXCR6/IL20RA/CXCL9/TNFRSF17/XCL1/IL33/LTB/TNFRSF19/IFNG/CCR6/IL21R/ACKR4/IL24/CXCR3/TNFRSF13B/CCL24/CD40LG/TNFRSF11A/INHBB/CCL19/TNFRSF14/CCL20/IL2RG/CX3CR1/CCL14/CXCL2/TNFRSF1B/IL7/IL16/CCL25/FASLG/IL15/CD27/GDF3/BMP3/IL18R1/CSF2RA/CCL21/IL2RA/CSF1R/CCL4L2/TGFB2/CSF2RB/CCR5/CTF1/EDA/CD4/TNFSF14/LTA/TNFSF8/CCL5/IL12RB1/IL34/CCR4/IL2RB/CCL4/CX3CL1/IL6R/IL1R1/IL32/IL3RA/NGF/CCR7/CXCL3/EDAR/TNFRSF9/IL1B/IL31RA/CCR2
hsa04145	Phagosome	144	0.45528953535701	1.60186561394638	0.000229621125143513	0.00374035870272279	0.0029468010701412	1756	tags=28%, list=11%, signal=26%	TUBA3E/TUBA3D/C3/HLA-DOA/TUBB8/HLA-DQB1/HLA-DQA1/HLA-DRB1/HLA-F/HLA-DPB1/HLA-DRA/STX18/HLA-A/HLA-B/HLA-DRB5/CTSS/HLA-G/HLA-DMA/HLA-DMB/HLA-DOB/HLA-DPA1/ITGAM/HLA-E/TLR6/SFTPA2/OLR1/HLA-C/TAP1/HLA-DQA2/TAP2/CLEC4M/FCGR2B/TLR4/NCF1/PLA2R1/TCIRG1/CD14/TUBA3C/TLR2/ATP6V1C2/CYBB
hsa04514	Cell adhesion molecules	136	0.525344231004122	1.83906601709346	0.000230733733271804	0.00374035870272279	0.0029468010701412	2099	tags=38%, list=13%, signal=33%	HLA-DOA/HLA-DQB1/HLA-DQA1/HLA-DRB1/NFASC/LRRC4C/HLA-F/CTLA4/HLA-DPB1/HLA-DRA/HLA-A/HLA-B/HLA-DRB5/CLDN10/HLA-G/HLA-DMA/CDH2/HLA-DMB/CD2/ITGAL/HLA-DOB/PTPRM/CD40LG/HLA-DPA1/ITGAM/ALCAM/HLA-E/CD226/HLA-C/ITGA8/HLA-DQA2/SPN/TIGIT/PTPRC/CLDN3/LRRC4/ICOS/PDCD1/NRXN2/CLDN8/ITGA6/LRRC4B/CD4/CD6/CLDN5/CD8A/ICAM1/VTCN1/CD22/NRXN3/CD86
hsa05145	Toxoplasmosis	110	0.528116665698971	1.80475307322721	0.000236742424242424	0.00374035870272279	0.0029468010701412	1706	tags=25%, list=10%, signal=23%	HLA-DOA/HLA-DQB1/HLA-DQA1/HLA-DRB1/CIITA/HLA-DPB1/HLA-DRA/HLA-DRB5/HLA-DMA/HLA-DMB/IFNG/HLA-DOB/BIRC3/MAP2K6/CD40LG/LAMC3/HLA-DPA1/HLA-DQA2/HSPA1A/BCL2/PIK3R6/ITGA6/TLR4/TGFB2/CCR5/LAMA2/TLR2/HSPA6
hsa04650	Natural killer cell mediated cytotoxicity	107	0.511974051796466	1.74069773000899	0.00023906287353574	0.00374035870272279	0.0029468010701412	2876	tags=36%, list=17%, signal=30%	KLRC1/TNFSF10/HLA-A/HLA-B/SH2D1A/SHC2/HLA-G/NCR3/GZMB/KLRC3/ITGAL/IFNG/CD244/HLA-E/CD48/KLRD1/HLA-C/KLRC4-KLRK1/KLRK1/FASLG/PRF1/PRKCB/KLRC2/LCP2/ZAP70/LAT/ICAM1/LCK/FCER1G/KIR3DL2/PTPN6/HCST/PIK3R1/FCGR3B/CD247/NCR1/RAET1G/RAC2/VAV3
hsa04659	Th17 cell differentiation	102	0.592996758539788	2.00799288084429	0.000239348970799426	0.00374035870272279	0.0029468010701412	2902	tags=38%, list=17%, signal=32%	HLA-DOA/IL2/HLA-DQB1/HLA-DQA1/HLA-DRB1/CD3D/HLA-DPB1/HLA-DRA/HLA-DRB5/HLA-DMA/HLA-DMB/CD3E/IFNG/IL21R/HLA-DOB/PRKCQ/HLA-DPA1/IRF4/CD3G/IL2RG/HLA-DQA2/STAT5A/IL2RA/CD4/ZAP70/LAT/IL12RB1/IL2RB/LCK/IL6R/IL1R1/JUN/TBX21/IL1B/CD247/JAK2/RARA/AHR/MAPK10
hsa04064	NF-kappa B signaling pathway	100	0.534546610373871	1.80384048657906	0.000240963855421687	0.00374035870272279	0.0029468010701412	2659	tags=38%, list=16%, signal=32%	CCL4L1/LTB/BIRC3/LBP/CD40LG/PRKCQ/TNFRSF11A/CCL19/CARD10/CXCL2/BCL2/PRKCB/CCL21/TLR4/CCL4L2/EDA/ZAP70/CD14/TNFSF14/LTA/CARD11/LAT/ICAM1/GADD45G/LCK/CCL4/BLNK/GADD45A/IL1R1/BCL2A1/CXCL3/EDAR/IL1B/TRAF1/TRADD/PTGS2/TNFAIP3/BTK
hsa04061	Viral protein interaction with cytokine and cytokine receptor	98	0.590369226899292	1.9901888508869	0.000241487563390485	0.00374035870272279	0.0029468010701412	2134	tags=45%, list=13%, signal=39%	CCL3L1/CCL15/CXCL13/TNFSF10/IL2/CCL3L3/CXCL10/CXCL5/CCL4L1/XCL2/IL20RA/CXCL9/XCL1/CCR6/ACKR4/IL24/CXCR3/CCL24/CCL19/TNFRSF14/CCL20/IL2RG/CX3CR1/CCL14/CXCL2/TNFRSF1B/CCL25/IL18R1/CCL21/IL2RA/CSF1R/CCL4L2/CCR5/TNFSF14/LTA/CCL5/IL34/CCR4/IL2RB/CCL4/CX3CL1/IL6R/CCR7/CXCL3
hsa04640	Hematopoietic cell lineage	92	0.617555651890127	2.06979797995906	0.000242954324586978	0.00374035870272279	0.0029468010701412	2306	tags=50%, list=14%, signal=43%	CSF3/CD1E/HLA-DOA/HLA-DQB1/HLA-DQA1/HLA-DRB1/CD3D/IL5RA/HLA-DPB1/HLA-DRA/CD7/CD5/MS4A1/HLA-DRB5/HLA-DMA/CD1C/HLA-DMB/CD2/CD3E/HLA-DOB/HLA-DPA1/ITGAM/CD3G/CD37/HLA-DQA2/CD19/IL7/CR1L/CSF2RA/ITGA6/IL2RA/CSF1R/CD38/CD4/CD1B/CD14/CD8A/FLT3/MME/IL6R/IL1R1/CD22/IL3RA/FCGR1A/IL1B/CD33
hsa04658	Th1 and Th2 cell differentiation	89	0.581559421536396	1.93963638588455	0.000244021473889702	0.00374035870272279	0.0029468010701412	2566	tags=35%, list=15%, signal=30%	HLA-DOA/IL2/HLA-DQB1/HLA-DQA1/HLA-DRB1/CD3D/HLA-DPB1/HLA-DRA/HLA-DRB5/HLA-DMA/HLA-DMB/CD3E/IFNG/HLA-DOB/PRKCQ/HLA-DPA1/CD3G/IL2RG/HLA-DQA2/STAT5A/IL2RA/CD4/ZAP70/LAT/IL12RB1/IL2RB/LCK/JUN/TBX21/CD247/JAK2
